,author_id,title,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,ReviewRow-483,I would give zero Stars if I could!,"Worst shipping company ever! I would give them a 0 star if I could! First, my package was delayed 3 times. Then, when it arrived only one out of the 2 packages came. We waited 5 more days and spoke to customer service multiple times. They were horrible! Finally we were done. We drove 40 minutes just to get the other half of our package. When we arrived the box looked like it had been ran over by the truck itself even though it said fragile. We opened it and one of the pieces was cracked! The bottom line is do not use ups!","June 11th, 2020",1,10,Jason R.,1.0,2021-05-30 11:53:51.095149,2021-05-30 11:53:55.613842,UPS,Sitejabber
1,ReviewRow-660,Wouldn't expect anything less. Wish I could give zero stars.,"I truly believe that most of your drivers are clinically $#*!ed. How in the world do you read ""Bldg 15/ APT 301"" and still fail to make a delivery? Beyond me, but yet your driver claims that the address was improperly put in on the customer's end. Unfortunately for the original company I ordered my product from, I will no longer order from them due to UPS' incompetence. Not the first time I've had delivery issues with these brown shirt $#*!s. And you people want increased wages? Wow","November 2nd, 2020",2,55,Matthew M.,1.0,2021-05-30 11:53:55.613842,2021-05-30 11:53:58.830076,UPS,Sitejabber
2,ReviewRow-883,Better than USPS...,"These people are incompetent. They've raised incompetence to an art form and I can honestly state that I have far more bad experiences than good. Literally 9 out of 10 deliveries fail and I end up walking the neighborhood looking for my packages or discovering that they were lost. The only good thing I can even mention is that they are STILL better than the United States Postal Service... And that isn't saying much!
Service:1
Value:3
Shipping:1
Returns:1","May 15th, 2021",2,0,K R.,1.0,2021-05-30 11:53:58.830076,2021-05-30 11:54:01.202589,UPS,Sitejabber
3,ReviewRow-475,Worst shipping company ever,"Been here waiting for ma package for the last 2 weeks everyday i get an update saying it is going to be delivered the next day and end up satying home for no reason since i never got it. Called the customer service and the only thing they found useful to tell me was "" Be patient sir. We have plenty orders running late."" Which is not my problem i paid for express shipping not a belated shipping. They don't care about customers. Im about to file legal action against them","June 8th, 2020",1,16,Ludmir E.,1.0,2021-05-30 11:54:01.202589,2021-05-30 11:54:03.441262,UPS,Sitejabber
4,ReviewRow-421,TERRIBLE SERVICE,"UPS has disappointed yet again, the most frustrating thing outside of having pushed out the delivery date 4 times now is the fact that they are unwilling to speak directly with the end customer and only allow you to speak to their $#*!ty ass virtual agent whom really doesn't solve any problems. NEVER using UPS again, $#*!ty service guaranteed.","May 20th, 2020",3,12,Guillermo A.,1.0,2021-05-30 11:54:03.441262,2021-05-30 11:54:05.735685,UPS,Sitejabber
5,ReviewRow-858,"Depends where you are: France 1 point, Canada 10 points (5 stars service for Quebec province)","I sent two parcels for France (where I live) to my mother in Quebec. I had several problems at the start (with UPS France… another story, long and painful. See image for travel history), and they finally arrived one full week after the shipment (guarantee 2 working days) and two different days. I was a bit annoyed to say the least. When they landed in Montreal, things changed. I called and had people who helped me right away. And I had two persons from the Customer Service who helped us speeding up the process and fully understood and acknowledged the problems we had. They even called me on my cell phone in France! Montreal Five Stars Service, it changed everything (warm thanks to S and T). France 1 point, Canada 10 points.","April 19th, 2021",1,0,Eric B.,2.0,2021-05-30 11:54:05.735685,2021-05-30 11:54:09.301422,UPS,Sitejabber
6,ReviewRow-339,UPS does not care about their customers,"I ordered a very important document through a company and paid 20.00 for next day air and ups sorted the package wrong which may cause me a job. My package was already in Atlanta where I live and they sent my package to Augusta ga. And then told me if my package is that important I can drive to Augusta 2 hours away from me to get my package. That's what I paid you for. Horrible company, horrible service. I give you a negative star.","March 19th, 2020",1,17,Wanda J.,1.0,2021-05-30 11:54:09.301422,2021-05-30 11:54:11.670049,UPS,Sitejabber
7,ReviewRow-835,Ups gouging and thieving,"Purchase an Item in the States for $64 + $43 shipping and handling... Now the Item is in Canada and UPS requires Duty Taxes and Brokerage fees to deliver it. Out of nowhere the fees have increase without my approval. Past contract or invoice is out the window!
This has to stop, look at all the complaints, Boycott those animals and sue them in small claim court for the maximum allowed under the court rules
Service:1
Value:1
Shipping:1
Returns:1","March 24th, 2021",1,2,Claudio M.,1.0,2021-05-30 11:54:11.670049,2021-05-30 11:54:16.063996,UPS,Sitejabber
8,ReviewRow-712,Do you like having your packages lost? Then UPS is perfect for you.,"First time ordering a phone in over 5 years. UPS said they had my packaged shipped, and then everthing went to $#*!. Also, If you see the tag ""In transit"" on your package, just lose all hope that its coming because they will lose it. Contacted customer support 3 times and heard 3 different stories. In conclusion, I lost all hope that my package is coming and apparently my $1000 phone is being ""investigated"" and ""trying to be located."" Unbelievable","December 13th, 2020",1,3,Arthur M.,1.0,2021-05-30 11:54:16.063996,2021-05-30 11:54:20.368003,UPS,Sitejabber
9,ReviewRow-762,"Inept, malicious shipping and ZERO customer service","UPS Stores allegedly packed and shipped with UPS my < $5000 medical autoclave July 2020. It was supposed to arrive about 400 miles away the next day. It did not arrive until 7 days later, demolished as though dropped 3 stories! Never called, emailed etc. Finally I spent 3 hours on circuitous calls with UPS and UPS Stores pointing fingers at each other. They supposedly DENIED!#!#! The claim 2 weeks after the claim was filed! Now they want me to appeal it! Losers. No credibility, no customer service. Totally dishonest. I am fighting with them now 6 months later.
Service:1
Value:1
Shipping:1
Quality:1","January 13th, 2021",1,1,Carol I.,1.0,2021-05-30 11:54:20.368003,2021-05-30 11:54:23.713260,UPS,Sitejabber
