,author_id,title,country,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,60ac4121f9f4870a94ac04e5,I have good experience with ShipBob,GB,,2021-05-25T00:13:21.000Z,1,0,OMAR SRHIR,5.0,2021-05-28 13:12:14.291731,2021-05-28 13:12:18.671307,ShipBob,Trustpilot
1,60abbc80f9f4870b700cdb81,One Window Solution for your e-commerce…,PK,One Window Solution for your e-commerce business,2021-05-24T14:47:28.000Z,2,0,Naveed Ahmed,5.0,2021-05-28 13:12:18.671307,2021-05-28 13:12:18.960667,ShipBob,Trustpilot
2,60a5665ff9f4870a94a764fe,Great customer support,RU,,2021-05-19T19:26:23.000Z,4,0,Alexey Fedunov,5.0,2021-05-28 13:12:18.960667,2021-05-28 13:12:23.270942,ShipBob,Trustpilot
3,609d51b8f9f4870b70029ca1,Is my company big enough to really NEED ShipBob?,US,"If you're like me, that question is the one that kept popping up every time I needed to decide if we could really afford to outsource the fulfillment of orders. The answer is, of course, ""You'll never grow big enough to need ShipBob if you don't start using them!"" I have so much more free time now! And when orders pop up on my phone while I'm spending time with my kids (or sleeping!), I know that they will be taken care of! It was a big decision, but it was the right one.",2021-05-13T16:20:08.000Z,1,0,"Taylor Mali, Metaphor Dice",5.0,2021-05-28 13:12:23.270942,2021-05-28 13:12:23.604297,ShipBob,Trustpilot
4,609a0beaf9f48706f833059e,ShipBob is A+ in my book!,US,"I love having ShipBob as our fulfillment partner. The customer service is great, the platform is fantastic, and the ability to send from multiple centers allows my business to scale while managing shipping costs. A+ in my book!",2021-05-11T04:45:30.000Z,1,0,JulieGW,5.0,2021-05-28 13:12:23.604297,2021-05-28 13:12:27.948415,ShipBob,Trustpilot
5,6097b3e7f9f4870a6caa3675,Top experience all round,GB,"Top experience all round - really efficient onboarding process, great support and good platform to monitor and control anything. I would highly recommend",2021-05-09T10:05:27.000Z,6,0,alex pejacsevich,5.0,2021-05-28 13:12:27.948415,2021-05-28 13:12:31.263150,ShipBob,Trustpilot
6,60910e5bf9f4870a6ca4f860,Quick and easy transformation from one fulfiller to Shipbob.,GB,"As a business with a big range of ecommerce brands we knew importance of our transition from one fulfilment to another. Being with shipbob just over a month and our experience has been nothing but positive. Ability working seamlessly with the multiple warehouses and being able to manage it nice and easy all of them with simple system is unbelievable enjoyable. Who knew it all can be so simple and easy manageable:))

I have to say massive thank you to Samantha Martin for the level of support and ongoing communication making sure we are good. Offering always help and answering all my questions.",2021-05-04T09:05:31.000Z,2,0,Agnese,5.0,2021-05-28 13:12:31.263150,2021-05-28 13:12:34.578535,ShipBob,Trustpilot
7,608b68aff9f48705103406b7,We have had top notch experience thus…,US,"We have had top notch experience thus far with ShipBob and Taylor! thank you!!!
Look forward to years more..",2021-04-30T02:17:19.000Z,1,0,Andy Hemmen,5.0,2021-05-28 13:12:34.578535,2021-05-28 13:12:38.958263,ShipBob,Trustpilot
8,608b1ab4f9f4870984afb77b,Easy onboarding,US,"Easy onboarding, great support and quick execution!",2021-04-29T20:44:36.000Z,1,0,Anonymous,4.0,2021-05-28 13:12:38.958263,2021-05-28 13:12:39.255795,ShipBob,Trustpilot
9,608adcbff9f487051033a2d4,ShipBob is awesome!,US,"Working with ShipBob has been an amazing and seamless experience, from the user interface to our super helpful and knowledgeable account rep Emma. What a difference from the local 3PL we used to use —  can't recommend ShipBob enough for a growing ecommerce biz.",2021-04-29T16:20:15.000Z,1,0,Evan Katz,5.0,2021-05-28 13:12:39.255795,2021-05-28 13:12:40.545379,ShipBob,Trustpilot
10,608a7887f9f4870984aeea10,Very positive experience,GB,"We're a nutritional supplement business with a range of ecommerce brands. We've been working with ShipBob for just over a month and our experience has been overwhelmingly positive. The technology and interface are clear and easy to use, working seamlessly with the multiple warehouses. The biggest bonus though is the level of support from the team, from helping us devise the solution/warehouses that were best for us, through to ongoing account management and communication.",2021-04-29T09:12:39.000Z,2,0,Richard O,5.0,2021-05-28 13:12:40.545379,2021-05-28 13:12:41.883793,ShipBob,Trustpilot
11,608999daf9f4870510329021,Love ShipBob,US,"Seemed daunting at first, but the friendly staff led us through implementation. Now that we are up and running, order management is a breeze! Perfectly synchs with Shopify. Highly recommend ShipBob as a 3PL.",2021-04-28T17:22:34.000Z,1,0,Anon,5.0,2021-05-28 13:12:41.883793,2021-05-28 13:12:44.243000,ShipBob,Trustpilot
12,608989ddf9f4870984ae491a,Impressed so far!,US,"I am the Director of Distribution for a company that is utilizing ShipBob as its Ecommence fulfilment provider. So far I have been very impressed with the ShipBob service, both its personnel and its system/tools. We have also had good results from a fulfillment perspective, orders are shipping and arriving very quickly to our customers. I'm looking forward to where this relationship goes!",2021-04-28T16:14:21.000Z,1,0,Matthew Crapse,5.0,2021-05-28 13:12:44.243000,2021-05-28 13:12:45.560438,ShipBob,Trustpilot
13,60888267f9f487051031aa0e,Very Happy I Made The Switch,US,"I started working with Taylor Smith early on in the onboarding process. She is incredibly knowledgeable, responsive, and made the process seamless. ShipBob has been a big upgrade from my last 3PL and I'm incredibly happy I switched.",2021-04-27T21:30:15.000Z,1,0,Robert Graham,5.0,2021-05-28 13:12:45.560438,2021-05-28 13:12:48.798437,ShipBob,Trustpilot
14,60887e82f9f487051031a762,Great service,IE,"Great service! Took me through every step of the way in setting up my account, so helpful and pleasant to deal with.",2021-04-27T21:13:38.000Z,1,0,Thérèse O Leary,5.0,2021-05-28 13:12:48.798437,2021-05-28 13:12:49.080172,ShipBob,Trustpilot
15,608844d8f9f4870510316b90,"We're still new at ShipBob, but we dig it!",US,"We're still new at ShipBob - just completed the onboarding process - but already we can see a difference in process efficiencies alone. Our customer service team loves the backend and the visibility in our order's progress. Beyond that, the onboarding has been relatively smooth and our rep Taylor has been with us and available every step of the way. So far so excellent :)",2021-04-27T17:07:36.000Z,1,0,Cori Taylor,5.0,2021-05-28 13:12:49.080172,2021-05-28 13:12:53.434998,ShipBob,Trustpilot
16,6086e2bff9f487093ccf1901,I would not use again,US,"They charge much more than others.
They calculate pallets different than others and for me it was almost double!
They take days to reply to questions and usually the replies dont really help you as they just refer you to an article that most probably youve already read before...
not worth it!",2021-04-26T15:56:47.000Z,1,0,Aaron David,1.0,2021-05-28 13:12:53.434998,2021-05-28 13:12:53.812859,ShipBob,Trustpilot
17,6085d8d0f9f48701fc7d56b3,Awesome Experience!,US,"My experience with ShipBob has been awesome! It has helped streamline by business and saves me so much time, I no longer have to manually ship orders myself. My account manager Samantha has been incredibly helpful - she got me setup and rolling in just a few days. Helped me understand how the system and process works with the warehouse (sending inventory and processing times etc.) - I highly recommend using ShipBob, the team are great and my experience has been seamless.",2021-04-25T21:02:08.000Z,1,0,O Smith,5.0,2021-05-28 13:12:53.812859,2021-05-28 13:12:56.101675,ShipBob,Trustpilot
18,6082a681f9f48701fc7b58df,Incredible service!,GB,"ShipBob has been an amazing tool to sell into the US! Incredibly easy to get set up and start selling, and everyone along the way has been really helpful and upbeat. We're excited to grow and grow with ShipBob by our sides!",2021-04-23T10:50:41.000Z,1,0,Amy,5.0,2021-05-28 13:12:56.101675,2021-05-28 13:12:59.639865,ShipBob,Trustpilot
19,60807c99f9f487090068e4d3,Great Service,US,"The technology, like any technology, can be a little tricky to get used to, but the integration team was outstanding. They guided me through the process with patience and skill. Shipbob reduced my shipping costs by 1/3! I highly recommend their service and thank their customer service reps.",2021-04-21T19:27:21.000Z,1,0,Brian Miller,5.0,2021-05-28 13:12:59.639865,2021-05-28 13:13:01.113330,ShipBob,Trustpilot
20,607efb81f9f48704b8f9226e,"smooth startup, honest answer when hiccups occurred",US,"I registered a startup company with Shipbob and had a very smooth experience using their website and working with my onboarding contact Emma Hague at Shipbob. Emma was very effective, helpful and gracious teaching my collogues and I how to use Shipbob services. After setup went smoothly we had hiccups inside Shipbob's new Edison NJ DC. They took longer than promised to get inventory ready to ship. But, they never made excuses and had earnest, honest answers to our questions, which I respected. I highly recommend both Shipbob and Emma.",2021-04-20T16:04:17.000Z,2,0,Fritz Hoefer,5.0,2021-05-28 13:13:05.650342,2021-05-28 13:13:07.501319,ShipBob,Trustpilot
21,6077e86df85d7508705d8dac,It is so easy to work with Shipbob,ES,"It is so easy to work with Shipbob, Nicole did a perfect onboarding and everything is really clear, I will recommend it to other companies!",2021-04-15T07:17:01.000Z,1,0,Alejandro Ferrrer,5.0,2021-05-28 13:13:07.501319,2021-05-28 13:13:09.852591,ShipBob,Trustpilot
22,6077b57bf85d7508705d5ee1,This startup/company is incredible- I…,US,This startup/company is incredible- I truly believe they have what it takes to go head-to-head with Amazon at some point in the future.,2021-04-15T03:39:39.000Z,1,0,Jingo,5.0,2021-05-28 13:13:09.852591,2021-05-28 13:13:13.153479,ShipBob,Trustpilot
23,6077575cf85d7508705d1b95,Shipbob is amazing tbh,CA,"Firstly, the service at Shipbob was extraordinary because as soon as I decided to sign up, they kept having us as one of their priorities. They kept following up to ensure everything was running smoothly, and they made us feel like we were never left out.

Especially Kevin and Nicole. Both of them were amazing people who helped us tremendously along the way.",2021-04-14T20:58:04.000Z,1,0,Mohammed,5.0,2021-05-28 13:13:13.153479,2021-05-28 13:13:16.479040,ShipBob,Trustpilot
24,60774c8af85d7508705d076d,Go with Shipbob!,US,Shipbob has been a great company to work with. Their staff is very helpful and the user interface to manage your shipments is very easy to navigate. Any issues that come up are quickly addressed and solved. I highly recommend working with Shipbob!,2021-04-14T20:12:36.000Z,1,0,Billy Robi,5.0,2021-05-28 13:13:16.479040,2021-05-28 13:13:16.712229,ShipBob,Trustpilot
25,607749adf85d7508705d01bd,ShipBob is awesome,US,ShipBob is awesome. They made it so easy to setup fulfillment to basically compete with Amazon,2021-04-14T19:59:41.000Z,1,0,Andrew Hardy,5.0,2021-05-28 13:13:16.712229,2021-05-28 13:13:20.135644,ShipBob,Trustpilot
