,author_id,title,country,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,60aec9baf9f4870a94ae2b31,yall misspelled your name,US,"First, yall misspelled your name.

Second, I'd prefer less spam from Timothy Murray, Deliverr Account Executive. I understand that you spent good money buying my name off of some list. That's not a good reason to send me an email and especially not a good reason to send me one every other day.

Might I suggest your sales channels would work better if you corrected the spelling of your name, built a reputation, and stopped trying to annoy random strangers into acquiescence.",2021-05-26T22:20:42.000Z,7,0,Nalin Singapuri,1.0,2021-05-28 13:29:47.584131,2021-05-28 13:29:48.020965,Deliverr,Trustpilot
1,60ac1048f9f4870a94abedb5,Awesome Experience with Deliverr!,US,Our company needed to find a fulfillment service that would integrate with Amazon and Ebay. Emily was our Account Executive and was instrumental in getting us onboarded to the Deliverr platform. She took time to answer questions and find solutions to any obstacle we faced. We look forward to working with Emily and Deliverr as we introduce new products and sell on other platforms!,2021-05-24T20:44:56.000Z,1,0,Kyle,5.0,2021-05-28 13:29:48.020965,2021-05-28 13:29:51.248649,Deliverr,Trustpilot
2,60a5596cf9f4870b7008a45b,Great customer service and fulfillment pricing!,US,"I have had nothing but positive experiences with Deliverr! We've been using them for around 6 months and are super-pleased with their customer service and fulfillment network. Really excited to be a beta-tester for international shipping, which was a boon for fulfillment of our recent Kickstarter campaign.",2021-05-19T18:31:08.000Z,1,0,Anton Shcherbakov,5.0,2021-05-28 13:29:51.248649,2021-05-28 13:29:53.441411,Deliverr,Trustpilot
3,60a53891f9f4870b70087c5a,Scaling eComm with Deliverr,US,"Deliverr has been instrumental in helping to scale our eCommerce business. Their business model helps them keep costs low and the customer service, communication, and synchronization with our existing platforms has been seamless.",2021-05-19T16:10:57.000Z,2,0,David DiLoreto,5.0,2021-05-28 13:29:53.441411,2021-05-28 13:29:56.627487,Deliverr,Trustpilot
4,60a509f7f9f4870b70083faa,A Key Partner In Growth,US,"I see Deliverr as a key in the growth of my brand, Well Life! Working together has already freed up a ton of my time, enabling me to concentrate on developing and launching new products.",2021-05-19T12:52:41.000Z,2,0,Well Life,5.0,2021-05-28 13:29:56.627487,2021-05-28 13:29:57.816285,Deliverr,Trustpilot
5,60937503f9f4870a786fd1bd,Deliverr regularly uploading invalid…,US,Deliverr regularly uploading invalid tracking putting amazon act health in jeopardy.,2021-05-06T04:48:03.000Z,2,0,Erick Rodriguez,2.0,2021-05-28 13:29:57.816285,2021-05-28 13:30:01.008562,Deliverr,Trustpilot
6,60902de1f9f4870a786d23f0,Great customer service,US,Great customer service. The dashboard is very easy to use.,2021-05-03T17:07:45.000Z,1,0,Yuriy Petriv,5.0,2021-05-28 13:30:01.008562,2021-05-28 13:30:05.200956,Deliverr,Trustpilot
7,6089dba9f9f4870984aea279,Great customer care & best in the line.,US,"I am using Deliverr for the last year, and they're top of the line!
Multiple channel integrations.
2-Day badges on most e-commerce sites.
Outstanding customer service.
I deal with Tyler Coopman and dealt with Lauren Lewis they're really amazing in understanding the client's needs and solving them in the quickest possible way, it's amazing to deal with them, they just made the hardest work from an e-commerce business simple!",2021-04-28T22:03:21.000Z,1,0,Jacob Stern,5.0,2021-05-28 13:30:05.200956,2021-05-28 13:30:06.372493,Deliverr,Trustpilot
8,60786e49f85d7508705eeed3,Excellent customer service and fast…,US,"Excellent customer service and fast delivery. Been using Deliverr for about a year now and overall impressed with the service. Their distributed network of warehouses cuts average package delivery down by more than half. Most of all, extremely responsive with customer service.",2021-04-15T16:48:09.000Z,1,0,Nick Edwards,5.0,2021-05-28 13:30:06.372493,2021-05-28 13:30:07.645365,Deliverr,Trustpilot
9,6077ad06f85d7508705d5b3c,Overall Outstanding,US,Overall Outstanding! Coordinators are always responsive and helpful. Fast shipping is mostly on-time and affordable. Updates useful and exciting new features once in a while. Hope to see some improvements in receiving(sometimes too slow & miss some # here and there)/expansion to international shipping.,2021-04-15T03:03:34.000Z,1,0,Guo Zak,5.0,2021-05-28 13:30:07.645365,2021-05-28 13:30:10.860498,Deliverr,Trustpilot
