,author_id,title,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,ReviewRow-152,Unauthorized $78 charge online address change,"On June 28th I did my address change online because the moving enabled me to look for a local post office. Believing that I was paying for $1.95, an insane, unpleasant and unexpected charge of $78 was made for an. Org business which offered adding phone on no telemarketing calls, and another unnecessary service. I called demanding my refund, however it will take 7 business day for me to have my money back. I am shocked how can a business like USPS allow this kind of misleading action.","August 5th, 2020",1,2,Fatima K.,1.0,2021-05-30 10:50:04.337251,2021-05-30 10:50:08.808056,USPS,Sitejabber
1,ReviewRow-222,Dear Santa- my grandson asks where his Christmas present is,"On 12/14/2020 I mailed my 3 year old grandson's Christmas present to him, paying $19.85 for Priority Mail 2-Day. It is now 01/05/2021 and all I have to show is a USPS tracking history abruptly stuck in time on 12/19/2020. Please Santa-promise me next year you will drop off his gift from me while en-route to your destinations. Perhaps the USPS should invest in some reindeer such as yours for future trips.
Service:1
Value:1
Shipping:1
Quality:1","January 5th, 2021",1,5,James B.,1.0,2021-05-30 10:50:08.808056,2021-05-30 10:50:12.107609,USPS,Sitejabber
2,ReviewRow-156,An inefficient relic of the distant past,"Unreliable, expensive frustrating. Decades of poor leadership and mismanagement have created a 3d world postal system. Express service-maybe; 2Day Priority mail- Try 2 weeks; International services- Unaffordable; Tracking capabilities- Poor; Real time contact- Not available; Transparency- None... The USPS should be converted to a corporate organization similar to UPS.","August 13th, 2020",1,12,JOSEPH T.,1.0,2021-05-30 10:50:12.107609,2021-05-30 10:50:14.304105,USPS,Sitejabber
3,ReviewRow-208,A disgrace,"During one of the worst years in modern American history, we needed the USPS to step up and be there for us. They failed miserably. Our packages have yet to be delivered! They are sitting in distribution centers for weeks at a time with no update in tracking. We paid for 2 day priority and received nothing but disappointment. It's a disgrace.
Service:1
Value:1
Shipping:1
Returns:1","December 26th, 2020",1,6,Catherine I.,1.0,2021-05-30 10:50:14.304105,2021-05-30 10:50:16.649997,USPS,Sitejabber
4,ReviewRow-201,Less than zero,"The WORST possible organization to have used for receiving CHRISTMAS packages!
You have no priority, you can kiss your CHRISTMAS packages goodbye... they sit on hundreds of dollars of merchandise for weeks...

Then the head of the postal service endorses a Presidential candidate and we are supposed to trust them with mail in ballots as well.

An ""F-ing"" joke of an organization just sucking up cash and screwing over hard working Americans!","December 21st, 2020",1,4,Mark A.,1.0,2021-05-30 10:50:16.649997,2021-05-30 10:50:19.875228,USPS,Sitejabber
5,ReviewRow-131,USELESS SHIPPER!,"I do business with them only because I have to, if it was up to me I would never use them for anything! Nothing is EVER delivered on time EVER! They don't even have enough common sense to update their tracking information! Maybe this is a big reason why nobody cares if they fail and close. Seems like half of them don't even deliver if its raining out. What a bunch of unorganized clowns, whoever is in charge of this mess should be fired! Time for a change!","May 12th, 2020",1,11,Don G.,1.0,2021-05-30 10:50:19.875228,2021-05-30 10:50:24.085978,USPS,Sitejabber
6,ReviewRow-247,Gaslighting every review site,"Garbage parcel company that has constantly lost or misplaced packages through this past year with no consequences. From randomly deeming my address as non existent to being told, word for word, that the workers are ""over worked"" resulting in them marking packages delivered when they haven't just so they can clock out and go home. BS excuse. Mishandling mail is a federal offense yet I've seen absolutely 0 actions taken against their lazy ""workers.""
Service:1
Value:1
Shipping:1
Returns:1","March 17th, 2021",1,0,Joshua T.,1.0,2021-05-30 10:50:24.085978,2021-05-30 10:50:27.446184,USPS,Sitejabber
7,ReviewRow-170,The worst service!,"I send document via express mail which cost $70 back in June. It hasn't arrived until sep 2 which was no use, I had to resend it with different comp.
I failed claim about it after numerous phone calls and nothing has been done,
They say you have insurance which doesn't do anything! You will not get your money back!
Also, keep calling for someone to give me answer and nobody is picking up!
Awful service! Not only that they took my money but caused me lot of stress!
Would Not recommend to anyone!","October 7th, 2020",2,9,Edina A.,1.0,2021-05-30 10:50:27.446184,2021-05-30 10:50:30.674693,USPS,Sitejabber
8,ReviewRow-184,Never put your trust in anything to do with the government.,"You pay for ''Priority Mail' in hopes that your mail will be a priority to reach it's destination on time! However, a week later, and it is nowhere to be found! There has to be a better way to send off bills, that stands a better chance of reaching it's destination, so not to be hit with late fees for an overdue bill, when it should have reached the company this time last week!","November 25th, 2020",1,4,Bryan C.,2.0,2021-05-30 10:50:30.674693,2021-05-30 10:50:33.891661,USPS,Sitejabber
9,ReviewRow-254,"It wasn't that bad before, but recently I receive only the most necessary mail.","It wasn't that bad before, but recently I receive only the most necessary mail. That means no coupons, promotions or store flyers with the latest going in the trash ( I think) way before being delivered. I had a big problem even with packages delivered to wrong addresses or just missing. The USPS is giving the mail delivery people no training at all with expectation to deliver the very first day the whole mail to their route and not supervising any of them to select the hard working ones.","March 27th, 2021",1,0,Petko P.,1.0,2021-05-30 10:50:33.891661,2021-05-30 10:50:36.111791,USPS,Sitejabber
10,ReviewRow-264,Damage your stuff and won't even refund the shipping fee,"I can't believe how terrible this organization is. No wonder they're in such debt. You purchased their service, they destroy your stuff, they refuse to reimburse you, and won't even give you your money back for hiring them to move your package. Absolutely disgraceful and pathetic.
Service:1
Value:1
Shipping:1
Returns:1","May 10th, 2021",0,0,Matt K.,1.0,2021-05-30 10:50:36.111791,2021-05-30 10:50:38.463464,USPS,Sitejabber
11,ReviewRow-202,Hahaha,Ordered a package in November. It's still sitting in Chicago as of Dec 22. It arrived in Chicago on Dec 1st. It's been sitting for 20+ days. With not a single update. No one will help if I file a claim. I receive rude messages and then very rude PHONE CALLS telling me not to file any more complaint cases. Stay away unless you have absolutely no other choice.,"December 22nd, 2020",1,6,Princess S.,1.0,2021-05-30 10:50:38.463464,2021-05-30 10:50:40.668363,USPS,Sitejabber
12,ReviewRow-163,USPS sucks!,"USPS sucks! Package was supposed to be delivered Tuesday 08/25 and has been sitting in transit 1 1/2 hrs from the delivery address and it is now 08/29 at 8:45pm and still showing in transit. (Apparently not going to get it this weekend either) I currently have 4 packages ""in transit"" and WAY AFTER the expected delivery date. This is BS and USPS should be refunding some of their shipping charges for damn poor service.","August 29th, 2020",1,6,Rodney R.,1.0,2021-05-30 10:50:40.668363,2021-05-30 10:50:42.901554,USPS,Sitejabber
13,ReviewRow-200,"Lazy thrives, pay for shipping, never get your package","Usps will not answer the phone, puts you in an endless menu loop. Carriers keep walking through and destroying my flower bed, mail is only delivered every other day on a good week. Ordered a package, first class shipping, and two weeks later still not here. Lazy, incompetent thieves. They take the $, then refuse to do their jobs","December 19th, 2020",1,4,Daniel W.,1.0,2021-05-30 10:50:42.901554,2021-05-30 10:50:47.110083,USPS,Sitejabber
14,ReviewRow-175,FORGET ABOUT YIUR PACKAGE IF YOU SHIP THROUGH THEM,Its been 57 days since I shipped my package. I don't know if that will ever be delivered. One of the worst customer service. I escalated twice still no resolution,"October 27th, 2020",1,6,Amir M.,1.0,2021-05-30 10:50:47.110083,2021-05-30 10:50:49.474309,USPS,Sitejabber
15,ReviewRow-177,The worst ever,Usps is the worst shipping company out there. As of now I have 3 packages sent that are lost. 4 of 6 priority express guaranteed on time were over a day late and priority envelopes are taking well over a week. I wish I could get my review to someone in usps office but I doubt it would matter. They are full of ignorant rude clerks that don't care if your shipment makes it on time or not. I made the mistake of using them again this week and all but 1 of the 4 packages are late or lost. USPS should be shutdown,"October 29th, 2020",1,3,Bennie K.,1.0,2021-05-30 10:50:49.474309,2021-05-30 10:50:52.713286,USPS,Sitejabber
16,ReviewRow-252,I give this company 0 stars if I could,"Unreliable, irresponsible bastards. I can't believe they use people to put 5 stars on their reviews so they can look good. Whoever is the owner or whoever runs this business, need to learn better about customer service. They are the worst people I've come across. They are just a bunch of clowns behind a desk. I can't believe they have lazy workers, and get paid more than the minimum wage. They should be getting paid less than the minimum wage the way they work.","March 22nd, 2021",1,1,Emanuel R.,1.0,2021-05-30 10:50:52.713286,2021-05-30 10:50:55.935139,USPS,Sitejabber
